service_id,service_name,min_age,max_age,is_sc,is_st,is_obc_a,is_obc_b,is_female,is_minority,for_all
297,Search - Entrance Result of JEXPO,15,35,0,0,0,0,0,0,1
298,Search - Entrance Result of VOCLET,15,35,0,0,0,0,0,0,1
300,Search - Information about Different Courses (Paschim Banga Society for Skill Development),14,44,0,0,0,0,0,0,1
302,Apply - Jaago,18,100,0,0,0,0,1,0,1
304,Apply - Micro Finance Loan Minorities of West Bengal,18,50,0,0,0,0,0,1,1
305,Apply - National Talent Search Examination (NTSE),14,18,0,0,0,0,0,0,1
306,Search - NSAP under Jai Bangla,18,100,0,0,0,0,0,0,1
309,Apply - Choice Filling of Admission in Government ITI,15,25,0,0,0,0,0,0,1
310,Apply - Counselling of Choice Filling Up for JEXPO,15,25,0,0,0,0,0,0,1
383,Renewal - Fertilizer License,18,65,0,0,0,0,0,0,1
311,Apply - Counselling of Choice Filling Up for VOCLET,15,25,0,0,0,0,0,0,1
312,Search - Counselling Result of Admission in Government ITI,15,25,0,0,0,0,0,0,1
313,Search - Counselling for Result for JEXPO,15,25,0,0,0,0,0,0,1
314,Search  - Counselling for Result for VOCLET,15,25,0,0,0,0,0,0,1
315,Online fee submission for JEXPO,15,25,0,0,0,0,0,0,1
316,Payment - Fee Submission for VOCLET,15,25,0,0,0,0,0,0,1
317,Online fee submission in Government ITI,15,25,0,0,0,0,0,0,1
320,Apply - Provisional Admission for JEXPO,15,25,0,0,0,0,0,0,1
371,Search - Application Status of Certificate of Non-Forest Land,18,100,0,0,0,0,0,0,1
321,Online provisional admission for VOCLET,15,25,0,0,0,0,0,0,1
324,Apply - Registration of Candidates for JEXPO,15,44,0,0,0,0,0,0,1
326,Registration - Micro Irrigation,18,100,0,0,0,0,0,0,1
327,Apply - Scholarship of Students with Disabilities,13,35,0,0,0,0,0,0,1
328,Search - Drainage Demand Print,18,100,0,0,0,0,0,0,1
331,Training Centre details (Paschim Banga Society for Skill Development),14,44,0,0,0,0,0,0,1
332,Search - Unpaid Water Supply Demand Print,18,100,0,0,0,0,0,0,1
334,Apply - Student Credit Card,15,40,0,0,0,0,0,0,1
336,KYC for citizen  (only for KMC),18,100,0,0,0,0,0,0,1
337,Search - Print Duplicate Bill of PD (only for KMC),18,100,0,0,0,0,0,0,1
370,Apply - Certificate of Non-Forest Land,18,100,0,0,0,0,0,0,1
338,Apply - Online Mutation Application (only for KMC),18,100,0,0,0,0,0,0,1
339,online application for mail address change   (only for KMC),18,100,0,0,0,0,0,0,1
340,Search - Download NOC (only for KMC),18,100,0,0,0,0,0,0,1
341,Apply - Assessment Register Printing  (only for KMC),18,100,0,0,0,0,0,0,1
342,Search - Printing of Renewal Demand (CE)  (only for KMC),18,100,0,0,0,0,0,0,1
343,Apply - New License (CE) Application  (only for KMC),18,100,0,0,0,0,0,0,1
346,Apply - Defaulter Renewal Application Demand Printing (CE),18,100,0,0,0,0,0,0,1
347,Apply - Closure of Existing (CE) Application  (only for KMC),18,100,0,0,0,0,0,0,1
348,Modify - Minor Change in Existing CE  (only for KMC),18,100,0,0,0,0,0,0,1
349,dashboard for online building permit and other eodb related services  (only for KMC),18,100,0,0,0,0,0,0,1
350,Online application for water tanker,18,100,0,0,0,0,0,0,1
351,Online water connection (domestic),18,100,0,0,0,0,0,0,1
352,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,18,100,0,0,0,0,0,0,1
354,Payment - Electricity Bill of CESC,18,100,0,0,0,0,0,0,1
355,Download - Payment for Quotation Letter of New Connection WBSEDCL,18,100,0,0,0,0,0,0,1
356,Search - Regenerate Receipt of WBSEDCL,18,100,0,0,0,0,0,0,1
357,Payment History - WBSEDCL,18,100,0,0,0,0,0,0,1
358,Search - Download of e-Ration Card,0,100,0,0,0,0,0,0,1
359,Download  - Registration Certificate (e-Parimap),18,100,0,0,0,0,0,0,1
360,Download -License Certificate (e-Parimap),18,100,0,0,0,0,0,0,1
363,Apply - Download and Print Birth Certificate,0,100,0,0,0,0,0,0,1
364,Apply - Download and Print Death Certificate,0,100,0,0,0,0,0,0,1
365,Apply - Conversion Application,18,100,0,0,0,0,0,0,1
366,Apply - Manabik Pension Scheme (Disability Pension Scheme),60,100,0,0,0,0,0,0,1
367,Search - GRN Information,0,100,0,0,0,0,0,0,1
368,Application for applying learners licence,18,60,0,0,0,0,0,0,1
369,Status - Application of Learners Licence,18,60,0,0,0,0,0,0,1
392,Modify - Add member / FPS of Ration Card Holder,18,100,0,0,0,0,0,0,1
393,Search - Schedule Paddy Sale,0,100,0,0,0,0,0,0,1
396,Apply - Pre-Registration Form for Paschim Banga Society for Skill Development(Utkarsh Bangla),15,40,0,0,0,0,0,0,1
398,Apply - Recognition of Service Providers,18,100,0,0,0,0,0,0,1
399,Apply - FPC Enrollment,18,100,0,0,0,0,0,0,1
400,Apply - Group Enrollment Form other than FPC,18,100,0,0,0,0,0,0,1
401,Online Application for Defaulter Renewal Application,18,100,0,0,0,0,0,0,1
402,Online Admission in Government ITIs,15,25,0,0,0,0,0,0,1
403,Apply - WBFDC Property Booking,18,100,0,0,0,0,0,0,1
404,Search - Blood Bank Information,0,100,0,0,0,0,0,0,1
408,Search - Status of Application of Swasthya Sathi Card,0,100,0,0,0,0,0,0,1
409,Apply - Filing of Affidavits by Citizen,18,100,0,0,0,0,0,0,1
410,Online Deposit of Rent by Tenants,18,100,0,0,0,0,0,0,1
411,Online Request for Certificate Copy by Citizens,0,100,0,0,0,0,0,0,1
412,Apply - Certified Copy of Marriage Records,21,100,0,0,0,0,0,0,1
413,Search - Marriage Record,21,100,0,0,0,0,0,0,1
414,Search - Application for Objection,21,100,0,0,0,0,0,0,1
415,Apply - Request to Change of Marriage Officer,21,100,0,0,0,0,0,0,1
416,Search - Download Marriage Certificate,21,100,0,0,0,0,0,0,1
417,Status - Application Banglashree Scheme,18,100,0,0,0,0,0,0,1
418,Search - Download Certificate of Banglashree Scheme,18,100,0,0,0,0,0,0,1
419,Payment - New Connection E-Pay New Connection (LT) ,18,100,0,0,0,0,0,0,1
420,Search - Payment Receipt New Connection (LT),18,100,0,0,0,0,0,0,1
421,New Connection (LT) - New Connection Application Status,18,100,0,0,0,0,0,0,1
422,Search - Welcome Letter New Connection (LT),18,100,0,0,0,0,0,0,1
423,Apply - Diploma in Pharmacy,15,25,0,0,0,0,0,0,1
424,Apply  - Post Diploma in Petrochemical and Medical Electronics,18,30,0,0,0,0,0,0,1
425,Search - Payment of Tax (MV),18,100,0,0,0,0,0,0,1
426,Apply - Transfer of Ownership,18,100,0,0,0,0,0,0,1
427,Vahan - Change of Address / Hypothecation addition / Duplicate RC,18,100,0,0,0,0,0,0,1
428,Apply - No Objection Certificate (NOC),18,100,0,0,0,0,0,0,1
429,Apply - Renewal of Registration (RC),18,100,0,0,0,0,0,0,1
430,Search - Print Unpaid Bills and F/S Bill ,18,100,0,0,0,0,0,0,1
431,Print - Unpaid Bills of Outstanding LOI ,18,100,0,0,0,0,0,0,1
432,Apply - BENFISH Property Booking,18,100,0,0,0,0,0,0,1
457,Search - PMSVA Nidhi Scheme,18,100,0,0,0,0,0,0,1
458,Apply - Group Loan and Fresh Loan,18,100,0,0,0,0,0,0,1
459,Modify - Group Loan Application,18,100,0,0,0,0,0,0,1
460,Apply - Refinance of Group Loan,18,100,0,0,0,0,0,0,1
461,Search - Group Loan Status,0,100,0,0,0,0,0,0,1
462,Apply - Fitness Renewal,18,100,0,0,0,0,0,0,1
463,Apply - Conversion of Vehicle,18,100,0,0,0,0,0,0,1
464,Apply - Alternation of Vehicle,18,100,0,0,0,0,0,0,1
465,Apply - RC Particulars,18,100,0,0,0,0,0,0,1
466,Vahan - Mobile Number Update,18,100,0,0,0,0,0,0,1
467,Apply - Withdrawal of Application,18,100,0,0,0,0,0,0,1
468,Apply - Registration of Migrant Workers,18,60,0,0,0,0,0,0,1
469,Apply - New e-Requisition Form,18,60,0,0,0,0,0,0,1
470,Payment - e-Payment Stamp Duty & Registration Fees,18,100,0,0,0,0,0,0,1
471,Download- e-Assessment Slip & Print,18,100,0,0,0,0,0,0,1
472,Application - Refund of e-Payment,18,100,0,0,0,0,0,0,1
473,Search - Deed By Seller/Buyer/Party Name,18,100,0,0,0,0,0,0,1
474,Search - Deed By Transacted Property Details,18,100,0,0,0,0,0,0,1
475,Search - Deed by Deed Number & Query Number ,18,100,0,0,0,0,0,0,1
476,Apply - Disability Certificate,0,100,0,0,0,0,0,0,1
477,Apply - Distance Certificate for Students,0,35,0,0,0,0,0,0,1
478,Apply - Ordinary Residencial Certificate,0,100,0,0,0,0,0,0,1
479,Apply - Permission for Delayed Registration of Birth,18,100,0,0,0,0,0,0,1
480,Apply - Permission for Delayed Registration of Death,18,100,0,0,0,0,0,0,1
481,Apply - Redressal of RTI queries & Tracking,18,100,0,0,0,0,0,0,1
482,Search Preferred Colleges & Courses,15,40,0,0,0,0,0,0,1
483,Registration & Admission,15,40,0,0,0,0,0,0,1
484,eChallan,18,100,0,0,0,0,0,0,1
485,eDistrict Dashboard,18,100,0,0,0,0,0,0,1
486,Apply - Payment of Property Tax at NKDA,18,100,0,0,0,0,0,0,1
487,Apply - Assessment of Property Tax at NKDA,18,100,0,0,0,0,0,0,1
488,Apply - Issuance of Record of Title (Mutation) by NKDA,18,100,0,0,0,0,0,0,1
489,Apply - Grant of Fire License,18,100,0,0,0,0,0,0,1
490,Apply - Renewal of Fire License,18,100,0,0,0,0,0,0,1
491,Apply - Issuance of Fire Safety Recommendation,0,100,0,0,0,0,0,0,1
492,Apply - Issuance of Revised Fire Safety Recommendation,0,100,0,0,0,0,0,0,1
493,Apply - Registration of Association of Apartment Owners,18,100,0,0,0,0,0,0,1
494,Apply - Form -B under West Bengal Apartment Ownership act 1972,18,100,0,0,0,0,0,0,1
495,Apply - Form -C under West Bengal Apartment Ownership act 1972,18,100,0,0,0,0,0,0,1
496,Search - Discover Your Eligible Schemes,0,100,0,0,0,0,0,0,1
497,Apply - Self Certification of Fire Safety,0,100,0,0,0,0,0,0,1
498,Property Tax (HMC) ,18,100,0,0,0,0,0,0,1
499,Apply - Support for One Time Settlement (OTS) of NPA Accounts of PWCS,18,100,0,0,0,0,0,0,1
500,Apply - One-time financial assistance to viable & potentially viable PWCS ,18,100,0,0,0,0,0,0,1
501,Apply - One-time financial assistance to Individual Handloom Weavers,18,100,0,0,0,0,0,0,1
502,Apply - Bhabishyat Credit Card Scheme (WBBCCS),18,100,0,0,0,0,0,0,1
503,Edit - Bhabishyat Credit Card Scheme (WBBCCS) ,18,100,0,0,0,0,0,0,1
505,Search - Bhabishyat Credit Card Scheme Status (WBBCCS),18,100,0,0,0,0,0,0,1
506,Apply - New Trade License ,18,100,0,0,0,0,0,0,1
507, Apply - Renewal of Trade License,18,100,0,0,0,0,0,0,1
508,Search - View & Pay Demand,0,100,0,0,0,0,0,0,1
509,Search - Check License,0,100,0,0,0,0,0,0,1
510,Print - Online License Reprint,0,100,0,0,0,0,0,0,1
513,Apply - Duplicate Driving License,18,100,0,0,0,0,0,0,1
512,Apply - Change of Address in Driving License,18,100,0,0,0,0,0,0,1
143,Registration - Shishu Sathi,0,18,0,0,0,0,0,0,1
514,Apply - Hypothecation Termination of a Vehicle,18,100,0,0,0,0,0,0,1
515,Apply - Duplication Certificate of Fitness,18,100,0,0,0,0,0,0,1
516,Apply - GP Certificate,0,100,0,0,0,0,0,0,1
517,Apply - Modification of Assessment of Property Tax,18,100,0,0,0,0,0,0,1
518,Apply - Permit New Tube Well Under KMC (Form 1C) ,18,100,0,0,0,0,0,0,1
519,Apply - Issuance of No Dues Certificate on Water Charges at SJDA,18,100,0,0,0,0,0,0,1
520,Apply - Renewal of Water Connection at SJDA,18,100,0,0,0,0,0,0,1
521,Apply - Doctor Appointment at GP Dispensaries,0,100,0,0,0,0,0,0,1
522,Apply - TOTO Enrollment,18,60,0,0,0,0,0,0,1
523,Apply - Supply of yarn to PWCS at subsidized rate,18,100,0,0,0,0,0,0,1
524,Apply - Supply of Roving to Khadi Societies at subsidized rate,18,100,0,0,0,0,0,0,1
525, Apply - Supply of Yarn to individual weavers and subsequent financial assistance,18,100,0,0,0,0,0,0,1
526,Apply - Jai Johar Pension Scheme ,60,100,0,1,0,0,0,0,0
